Temperature,Humidity,Moisture,pH,Soil Type,Tea Type,Nitrogen,Potassium,Phosphorous,Size of land,Kilos Produced,Number of Bushes,Fertilizer Name,Number of Bags
30,65,50,5.2571985288978915,Loam,Black,47,27,24,15,730,1300,NPK 5-10-5,14
30,75,62,8.021902481196769,Sandy,Green,49,18,5,11,995,502,NPK 5-10-5,19
24,78,70,6.835826991976646,Sandy,Oolong,42,18,29,5,877,955,NPK 20-20-10,17
22,71,69,5.138823127992399,Clay,Oolong,25,39,21,17,1036,1036,NPK 5-10-5,20
25,73,57,6.5351288645507015,Sandy,Green,36,22,11,12,693,923,NPK 5-10-5,13
25,72,67,7.654479713308337,Loam,Green,46,35,8,11,1426,709,NPK 20-20-10,28
26,78,65,6.48086907058631,Loam,Green,50,35,18,7,1204,1163,NPK 5-10-5,24
26,66,57,6.0907009368100855,Clay,Black,46,15,30,5,1302,1489,NPK 20-20-10,26
26,74,63,5.946309347320057,Sandy,Green,36,28,10,13,1007,1411,NPK 20-20-10,20
25,75,68,5.757169204971401,Clay,Green,28,35,6,18,1354,1160,Organic,27
23,72,54,5.928851698816695,Clay,Oolong,40,33,21,16,1335,555,Organic,26
28,65,53,6.672588993639859,Sandy,Black,39,30,16,9,971,1276,Organic,19
21,61,58,7.593625885812348,Loam,Oolong,36,24,19,18,1497,836,Organic,29
28,77,60,6.058400026640532,Clay,Black,35,16,17,8,902,1329,NPK 20-20-10,18
20,70,52,8.321955898713236,Sandy,Oolong,39,15,16,5,560,623,Organic,11
21,79,69,5.286521434160864,Loam,Green,48,23,7,12,1247,1297,Organic,24
23,60,70,7.9338544449194135,Loam,Green,37,30,10,11,923,635,Organic,18
28,63,64,6.215674885744409,Loam,Oolong,44,15,30,8,935,865,NPK 5-10-5,18
25,77,65,6.553764882024766,Clay,Oolong,25,18,7,5,1215,1397,NPK 5-10-5,24
27,65,64,7.592350574450863,Clay,Black,49,22,19,9,882,1351,NPK 20-20-10,17
26,80,55,8.418343126385452,Loam,Green,26,39,25,14,713,1076,Organic,14
26,80,51,6.648361137679743,Loam,Green,46,31,11,6,1181,1184,NPK 5-10-5,23
23,66,53,6.133945436047171,Loam,Green,40,38,10,5,803,1206,Organic,16
23,68,56,8.006550844141067,Clay,Black,50,24,26,18,1429,862,Organic,28
23,72,62,5.803418289979372,Clay,Black,30,32,28,20,1029,1121,NPK 5-10-5,20
26,71,50,4.574593222966161,Clay,Black,48,28,5,19,1083,981,NPK 5-10-5,21
22,71,58,5.255156303376355,Clay,Oolong,30,34,15,5,1026,1087,NPK 5-10-5,20
23,77,70,7.421301766185464,Loam,Green,40,29,5,9,1008,1050,NPK 5-10-5,20
24,76,57,5.962435845025668,Loam,Oolong,40,35,18,8,853,584,NPK 5-10-5,17
26,75,57,6.849852295738966,Clay,Black,47,40,19,17,1080,1415,Organic,21
30,64,54,4.624832362699789,Clay,Black,47,31,7,6,636,786,NPK 20-20-10,12
25,63,60,8.050566901081229,Sandy,Green,48,34,14,18,701,1395,Organic,14
22,67,59,5.282617991907175,Loam,Green,36,40,9,11,845,1217,NPK 5-10-5,16
27,70,65,8.372850111127857,Clay,Oolong,44,39,8,17,1008,742,NPK 20-20-10,20
30,68,60,5.468552301258065,Clay,Black,43,37,19,12,562,860,Organic,11
21,69,69,8.337654098681679,Clay,Black,35,20,16,11,551,763,NPK 5-10-5,11
20,75,61,6.636221078253132,Loam,Green,35,30,20,20,878,844,NPK 20-20-10,17
30,68,63,4.737014440645425,Clay,Black,35,17,19,19,1143,1124,Organic,22
22,61,62,5.854505769394796,Loam,Black,40,26,19,18,522,1233,NPK 20-20-10,10
24,70,56,4.93886783730469,Loam,Black,39,33,27,14,983,1430,Organic,19
27,78,68,6.374039640830532,Loam,Oolong,32,28,22,18,1193,1294,Organic,23
24,71,57,4.634448107809927,Clay,Green,44,33,25,6,1159,556,NPK 5-10-5,23
24,78,60,6.055579763177945,Loam,Black,42,21,28,19,534,1063,NPK 20-20-10,10
25,62,55,7.994475257350303,Loam,Black,30,26,19,13,1103,1277,NPK 5-10-5,22
29,64,69,7.378088578964995,Sandy,Black,48,20,28,9,1347,596,NPK 20-20-10,26
26,71,66,7.049255959891676,Sandy,Green,34,38,8,19,678,966,NPK 5-10-5,13
22,66,58,5.846145791786691,Loam,Oolong,41,32,21,18,743,976,NPK 20-20-10,14
21,62,52,7.3230589403944215,Clay,Green,46,31,5,5,1305,535,Organic,26
27,74,62,4.94161913436313,Sandy,Black,49,38,26,16,1471,653,NPK 5-10-5,29
21,64,57,6.623984602130109,Sandy,Green,44,17,17,12,742,1005,NPK 20-20-10,14
28,78,69,6.484079004904057,Sandy,Oolong,44,16,29,13,1195,739,NPK 20-20-10,23
23,80,66,6.552019991122242,Loam,Black,35,40,9,18,916,805,NPK 5-10-5,18
22,65,50,8.242451712914175,Clay,Green,50,30,18,6,1251,1117,NPK 5-10-5,25
27,63,59,6.877454390137494,Sandy,Black,39,35,27,9,1240,1386,Organic,24
20,61,65,5.056745869358118,Loam,Oolong,46,20,5,9,1352,1202,NPK 5-10-5,27
26,73,67,6.500522473772681,Loam,Oolong,48,27,12,6,1248,1427,NPK 5-10-5,24
29,71,53,5.6391879742553375,Loam,Oolong,26,35,29,14,586,1137,NPK 5-10-5,11
23,62,50,7.925282061378933,Sandy,Green,40,35,18,5,1163,817,NPK 5-10-5,23
30,65,63,7.433380166981985,Loam,Green,39,33,14,17,1110,908,Organic,22
25,79,69,4.86535170683601,Loam,Green,26,30,14,12,966,1052,NPK 5-10-5,19
27,67,53,5.653947386607026,Loam,Oolong,33,18,21,19,607,667,Organic,12
26,70,59,4.50293854628611,Sandy,Green,26,18,14,10,973,692,NPK 5-10-5,19
24,71,70,6.734097622288564,Sandy,Green,43,39,15,9,712,541,NPK 5-10-5,14
24,77,57,5.099485177393948,Sandy,Oolong,25,36,16,12,914,601,Organic,18
27,68,68,7.315782815611671,Sandy,Black,30,17,16,18,1490,734,NPK 20-20-10,29
27,72,54,6.126163466512235,Sandy,Black,47,38,12,17,1293,1058,Organic,25
30,73,66,4.6570529808323595,Sandy,Green,29,21,5,20,889,1039,Organic,17
30,66,67,6.478382712667434,Clay,Oolong,45,23,18,14,965,1135,NPK 5-10-5,19
26,69,50,8.138586327065488,Sandy,Oolong,26,15,26,15,1335,543,NPK 20-20-10,26
20,60,53,4.631831631543535,Sandy,Black,37,27,23,17,1134,1472,NPK 5-10-5,22
23,76,65,7.006837139544867,Sandy,Oolong,27,20,18,17,1383,834,NPK 5-10-5,27
26,70,62,8.422308963108794,Clay,Green,37,24,6,10,1238,895,NPK 5-10-5,24
20,63,61,8.141879593045818,Loam,Green,38,19,27,7,1475,1284,NPK 20-20-10,29
25,72,59,6.626856995924708,Clay,Oolong,45,17,23,9,640,813,Organic,12
27,68,70,8.162907065349302,Sandy,Black,45,17,30,15,1491,1180,Organic,29
28,65,58,8.42119907035002,Loam,Black,34,40,8,14,722,602,Organic,14
20,62,67,7.7942901727367815,Sandy,Black,27,25,5,14,686,632,NPK 5-10-5,13
25,67,59,6.943176310225906,Clay,Green,33,33,25,14,532,1450,Organic,10
20,80,50,5.4409096744075836,Clay,Oolong,38,33,15,20,1287,626,NPK 5-10-5,25
23,65,59,6.752581011687216,Sandy,Black,42,25,15,10,686,772,NPK 5-10-5,13
22,67,65,7.808290223403489,Loam,Black,28,37,20,7,1158,1050,Organic,23
29,75,67,6.129207126862319,Loam,Green,46,21,18,19,810,1040,Organic,16
26,76,53,4.9873220076093885,Clay,Green,36,34,11,17,998,628,NPK 20-20-10,19
24,69,64,4.974253460940067,Loam,Oolong,28,29,20,6,697,814,Organic,13
25,67,51,8.04468625818802,Sandy,Oolong,48,36,18,8,903,969,Organic,18
20,67,70,4.905554091302132,Sandy,Green,27,25,26,9,1340,1339,NPK 5-10-5,26
28,79,50,8.21296348252531,Loam,Black,37,19,19,10,1273,765,NPK 20-20-10,25
30,79,63,7.929987184032145,Loam,Green,26,27,11,9,1205,1371,NPK 5-10-5,24
20,76,56,5.736437421470148,Loam,Oolong,34,40,29,8,827,961,NPK 5-10-5,16
22,71,59,6.269855787997406,Loam,Oolong,42,24,18,5,930,780,Organic,18
30,61,64,7.6486406144743455,Sandy,Black,46,29,14,7,761,560,Organic,15
29,65,67,5.490935965377304,Loam,Green,41,19,27,8,725,909,NPK 5-10-5,14
29,71,53,5.656577556528104,Loam,Black,35,23,30,8,861,506,NPK 20-20-10,17
25,68,51,7.48439180496184,Loam,Green,37,22,30,16,1340,1482,NPK 5-10-5,26
20,72,62,5.262658683916285,Sandy,Oolong,42,39,11,12,980,1476,Organic,19
27,69,53,6.128296999463311,Sandy,Oolong,29,38,14,8,596,1467,Organic,11
22,62,56,6.277168341280459,Sandy,Green,29,38,13,15,1158,840,Organic,23
25,77,68,6.301948212024834,Loam,Oolong,35,40,26,7,744,1411,NPK 20-20-10,14
21,64,62,8.040075516981995,Sandy,Black,25,22,22,9,680,1146,NPK 20-20-10,13
28,60,70,6.337452425052584,Loam,Green,35,36,26,10,621,819,Organic,12
20,65,62,4.513478163372827,Loam,Black,48,33,29,15,1038,739,NPK 20-20-10,20
20,69,66,6.54674282039379,Loam,Black,31,19,28,17,1395,1045,NPK 20-20-10,27
20,79,51,8.053054641710169,Loam,Oolong,47,31,25,20,1039,604,Organic,20
28,63,70,6.802960163365678,Clay,Green,33,26,8,12,1147,504,NPK 5-10-5,22
24,63,51,5.08889662489173,Sandy,Oolong,37,33,13,17,775,719,NPK 20-20-10,15
29,63,55,7.840319127358401,Loam,Black,49,25,27,20,843,1051,Organic,16
20,63,60,6.514072331963146,Loam,Black,37,21,21,15,714,1193,NPK 5-10-5,14
23,70,64,6.548079144168147,Clay,Oolong,46,32,8,20,605,566,NPK 5-10-5,12
25,64,68,4.961365032532152,Sandy,Green,37,25,9,10,664,532,Organic,13
26,72,66,6.603250701187926,Sandy,Oolong,39,24,5,7,717,1493,Organic,14
22,64,65,5.040026969224324,Sandy,Oolong,36,20,21,16,993,941,NPK 5-10-5,19
30,63,52,6.159638554640521,Sandy,Oolong,41,39,12,9,1119,1153,NPK 5-10-5,22
24,65,69,5.889972388391152,Clay,Black,49,19,28,19,753,979,Organic,15
22,64,62,5.921978785897174,Sandy,Black,42,32,17,19,1256,1041,NPK 5-10-5,25
30,61,58,5.59686898014408,Clay,Green,41,23,7,6,920,1279,NPK 5-10-5,18
29,66,53,7.9212561467193225,Clay,Oolong,26,16,9,11,730,995,Organic,14
25,69,67,5.556860147736958,Loam,Black,46,34,7,15,1241,732,Organic,24
24,80,68,5.56342370773033,Loam,Oolong,47,27,14,11,1472,1011,NPK 5-10-5,29
25,65,66,6.655311588119011,Sandy,Oolong,42,40,6,20,1410,1093,NPK 20-20-10,28
28,74,53,7.379405938695356,Clay,Green,33,29,5,9,1298,802,NPK 20-20-10,25
30,76,63,8.17938089134365,Clay,Black,44,26,29,7,1148,715,NPK 5-10-5,22
30,62,60,7.195126309912427,Sandy,Oolong,43,24,15,5,1460,1119,Organic,29
29,67,66,5.149734235550357,Loam,Black,41,18,12,19,1304,722,NPK 5-10-5,26
24,63,57,5.232705227797858,Loam,Oolong,36,22,29,15,886,1358,NPK 20-20-10,17
23,75,55,4.871352124010404,Sandy,Oolong,32,35,16,18,1272,1314,NPK 20-20-10,25
27,71,68,6.378016306121937,Loam,Black,26,20,19,18,1267,1124,NPK 20-20-10,25
29,74,67,5.158228504239897,Clay,Green,34,22,23,15,1030,564,NPK 5-10-5,20
28,76,52,5.389228844469754,Loam,Green,36,25,22,8,1228,1206,NPK 5-10-5,24
25,74,66,7.7241905365622685,Clay,Green,47,36,6,19,949,735,NPK 20-20-10,18
20,63,55,5.136718542451319,Clay,Oolong,29,15,26,15,940,759,NPK 5-10-5,18
30,72,70,5.189355708671573,Loam,Oolong,34,28,5,5,687,1233,NPK 20-20-10,13
26,68,58,6.411642392326942,Sandy,Oolong,46,39,14,5,535,1298,Organic,10
25,74,51,5.825510794102231,Sandy,Oolong,34,31,12,5,933,896,NPK 5-10-5,18
24,71,54,8.291287532353548,Loam,Oolong,41,38,5,15,1447,1416,NPK 5-10-5,28
24,80,52,5.068302512485673,Clay,Green,36,23,26,13,545,624,NPK 20-20-10,10
25,73,52,6.649437334612951,Loam,Green,32,39,17,13,948,625,Organic,18
22,60,68,5.820165051597401,Loam,Black,34,21,10,11,683,1350,NPK 5-10-5,13
27,80,66,4.7514077981166025,Sandy,Black,30,29,18,7,1196,748,Organic,23
28,63,70,5.956315665061874,Clay,Oolong,48,40,21,6,739,823,Organic,14
27,78,54,8.485586674152987,Clay,Oolong,41,21,5,5,633,609,NPK 5-10-5,12
27,80,67,7.838990130748671,Sandy,Green,44,25,18,7,527,892,Organic,10
28,64,56,8.03393984119093,Sandy,Oolong,42,20,5,11,1325,652,Organic,26
24,62,61,5.516913911283564,Loam,Green,39,39,24,9,1069,1495,NPK 20-20-10,21
29,63,69,5.775674237079225,Sandy,Black,40,33,26,17,1486,737,NPK 20-20-10,29
30,61,63,6.576257736250485,Sandy,Oolong,31,40,28,15,513,896,NPK 20-20-10,10
20,68,57,6.410100099741007,Loam,Black,45,33,10,14,577,549,Organic,11
23,69,63,7.912310281566633,Clay,Oolong,27,37,30,10,1358,903,NPK 5-10-5,27
28,76,58,5.294930712859173,Clay,Oolong,42,33,8,7,1350,1306,NPK 5-10-5,27
20,72,68,8.237838184147671,Clay,Oolong,47,24,7,13,1321,1044,NPK 5-10-5,26
20,65,70,6.3320425042965525,Sandy,Green,33,24,9,16,1253,1299,NPK 5-10-5,25
25,61,62,6.894331584262364,Loam,Green,44,20,29,6,796,1373,NPK 5-10-5,15
20,61,70,8.209809074186605,Clay,Oolong,37,18,14,16,1173,1340,Organic,23
30,67,67,6.357448395242514,Sandy,Green,34,38,21,20,1173,502,NPK 20-20-10,23
20,66,57,8.127855477886397,Sandy,Oolong,40,16,17,13,1208,508,Organic,24
26,72,52,8.329827856913218,Clay,Green,49,34,25,9,1356,1082,NPK 20-20-10,27
20,62,70,6.0961908688115365,Sandy,Green,33,34,8,17,935,1395,NPK 5-10-5,18
24,60,65,5.487007969000139,Clay,Oolong,50,16,23,16,891,1144,NPK 20-20-10,17
23,62,55,4.504275170294015,Sandy,Black,39,16,25,12,544,1285,Organic,10
23,63,69,6.187299863415436,Clay,Black,32,24,30,13,589,1153,NPK 20-20-10,11
30,60,50,5.756869313527112,Loam,Green,34,39,29,7,1066,975,NPK 5-10-5,21
27,61,70,5.960808213394698,Loam,Oolong,40,30,24,12,1043,1109,NPK 20-20-10,20
25,70,68,6.050563545715221,Clay,Green,28,40,21,19,1299,1259,NPK 20-20-10,25
29,62,59,6.04513022513018,Loam,Black,43,35,29,19,1423,1330,NPK 5-10-5,28
29,67,69,4.642318783350652,Sandy,Black,36,39,21,7,818,786,NPK 20-20-10,16
22,66,63,6.233981523402912,Clay,Green,47,34,7,20,1313,988,NPK 5-10-5,26
30,62,57,7.310657159400798,Loam,Oolong,43,17,9,19,1332,1190,Organic,26
24,66,55,7.288842658263752,Loam,Black,44,25,26,11,1289,1356,NPK 20-20-10,25
23,73,57,4.901928518332777,Loam,Black,29,29,23,19,596,612,NPK 5-10-5,11
26,62,55,7.489907865259259,Sandy,Green,28,22,18,14,1498,963,Organic,29
23,68,50,6.138551040723955,Sandy,Oolong,35,30,14,15,1302,982,NPK 20-20-10,26
28,72,55,5.966562662306574,Clay,Green,26,28,26,18,1312,957,NPK 20-20-10,26
25,77,70,5.994564578024194,Clay,Oolong,32,38,18,15,1456,900,Organic,29
21,69,52,6.22568951700599,Clay,Green,49,21,19,17,1011,1372,Organic,20
28,75,69,5.397282374450347,Sandy,Black,44,26,12,5,1233,1022,Organic,24
25,65,64,7.146243259694238,Clay,Oolong,48,22,6,10,868,1213,NPK 20-20-10,17
25,66,61,6.1125079928589,Sandy,Black,32,36,13,10,1444,553,NPK 5-10-5,28
23,74,60,5.962489442408,Sandy,Green,37,16,15,17,976,1146,NPK 5-10-5,19
28,65,66,7.648322080718112,Sandy,Green,38,17,6,11,1336,1185,NPK 20-20-10,26
29,66,68,6.017781298951769,Loam,Green,49,19,12,12,1348,1139,Organic,26
30,63,69,8.024971637176298,Sandy,Black,48,32,18,9,1222,623,NPK 20-20-10,24
24,78,50,5.571688961804447,Loam,Black,30,30,20,18,1409,924,NPK 20-20-10,28
23,72,70,4.562984380941307,Clay,Green,43,15,5,19,1098,906,Organic,21
21,60,66,7.795511822430697,Loam,Green,37,22,21,14,908,1115,NPK 5-10-5,18
29,71,59,6.199133013563175,Clay,Green,30,33,11,20,950,1085,NPK 20-20-10,19
26,73,56,6.1207029832251525,Loam,Black,35,24,12,12,929,754,NPK 5-10-5,18
30,77,53,6.950333763537321,Sandy,Black,29,30,10,9,1262,1383,NPK 20-20-10,25
25,65,65,8.484293671308457,Loam,Black,40,37,30,12,1063,923,NPK 20-20-10,21
23,63,52,8.156265967635402,Clay,Black,27,25,9,10,566,580,Organic,11
28,61,70,5.632273343863028,Loam,Oolong,40,21,17,9,1068,501,NPK 5-10-5,21
27,70,56,5.590655521466239,Sandy,Black,43,21,25,7,1158,845,NPK 20-20-10,23
29,63,56,6.632715609881072,Sandy,Black,33,33,16,13,897,1223,NPK 20-20-10,17
26,71,61,5.628090119594919,Loam,Green,43,18,7,10,611,1145,NPK 20-20-10,12
26,74,51,7.786151112477992,Sandy,Oolong,48,39,22,20,1499,858,NPK 20-20-10,29
29,80,63,5.634150430729273,Sandy,Oolong,28,28,6,10,1183,1240,NPK 5-10-5,23
28,65,69,5.540540076249641,Sandy,Green,47,40,21,7,1075,1488,NPK 20-20-10,21
29,64,54,6.303801738104342,Loam,Oolong,33,30,5,19,692,658,NPK 20-20-10,13
27,78,63,7.361194252297997,Loam,Oolong,27,20,21,12,982,746,NPK 5-10-5,19
29,64,68,6.218841485018955,Clay,Oolong,42,20,27,11,1248,867,NPK 5-10-5,24
21,67,63,6.433400525519643,Clay,Oolong,38,36,25,20,765,1064,NPK 20-20-10,15
25,60,68,4.860471828600421,Clay,Black,30,20,16,19,555,1350,Organic,11
21,69,67,8.222994683395429,Loam,Black,42,28,11,19,668,1291,NPK 20-20-10,13
30,76,68,7.970727565933432,Clay,Oolong,28,38,9,11,721,1412,NPK 20-20-10,14
28,61,55,5.604438190869587,Loam,Green,38,40,23,14,1460,1185,Organic,29
21,80,57,5.488228179012062,Clay,Green,49,37,5,16,828,832,NPK 5-10-5,16
30,77,50,7.5325946356861415,Loam,Black,31,15,15,13,1451,1042,NPK 20-20-10,29
26,78,53,6.890116707438295,Clay,Green,42,34,6,20,915,1429,Organic,18
20,80,60,6.493199490702599,Clay,Black,40,35,11,10,1092,701,NPK 5-10-5,21
26,60,59,6.516915955931598,Clay,Oolong,32,37,10,14,979,1440,NPK 5-10-5,19
25,72,70,5.173044167852285,Clay,Oolong,48,28,27,15,1307,1404,NPK 20-20-10,26
23,79,52,4.828008138751279,Loam,Green,27,28,25,7,1370,1422,NPK 20-20-10,27
22,60,70,5.391610876219541,Sandy,Black,36,30,18,17,765,1460,NPK 5-10-5,15
20,66,54,4.940043985544572,Clay,Oolong,29,16,27,20,588,1055,Organic,11
21,78,70,6.120040576208783,Sandy,Green,47,33,18,19,1227,1449,NPK 20-20-10,24
22,70,64,7.2107751770085855,Clay,Black,45,33,30,12,1491,1410,NPK 20-20-10,29
24,62,58,7.799669148456152,Clay,Black,35,22,27,16,1029,935,Organic,20
24,67,61,7.737980614430837,Clay,Black,38,16,15,19,732,928,NPK 5-10-5,14
26,70,59,7.087890906448837,Loam,Oolong,43,22,28,16,1472,1112,NPK 20-20-10,29
20,73,56,7.242500591312463,Sandy,Green,28,40,6,8,614,939,Organic,12
24,74,62,8.1903909165711,Sandy,Oolong,32,33,11,14,569,775,NPK 20-20-10,11
25,71,66,8.047952494005974,Sandy,Green,26,16,27,11,1146,907,Organic,22
24,69,63,7.248069262347226,Clay,Oolong,33,27,10,15,1151,662,NPK 20-20-10,23
26,78,69,6.832543005954368,Sandy,Green,50,26,12,12,1226,758,Organic,24
23,71,61,6.291103284287524,Loam,Black,35,17,25,6,526,1209,Organic,10
28,65,55,8.102837411038706,Loam,Green,26,21,9,13,1195,1466,Organic,23
24,63,53,7.10454475105503,Sandy,Black,43,29,12,20,915,675,Organic,18
21,78,57,6.239965643238471,Clay,Green,34,35,27,15,724,1238,NPK 20-20-10,14
29,75,62,7.582342772984042,Clay,Black,26,38,7,11,1383,1198,NPK 20-20-10,27
30,73,59,7.0638269271057625,Clay,Oolong,46,34,28,19,691,1276,NPK 20-20-10,13
25,80,56,4.665164185186689,Sandy,Oolong,29,33,18,12,1454,842,NPK 5-10-5,29
26,76,67,4.74610732230205,Sandy,Black,35,36,23,12,1109,896,NPK 5-10-5,22
25,62,69,5.026839155513183,Loam,Oolong,26,27,11,14,939,1450,NPK 20-20-10,18
29,73,57,7.959828726905918,Sandy,Black,26,37,17,7,989,1373,Organic,19
26,66,68,7.9428827033598095,Clay,Green,37,28,11,11,1361,905,NPK 20-20-10,27
22,78,57,4.723088574115472,Loam,Oolong,30,22,9,12,653,869,NPK 20-20-10,13
23,74,58,5.145473063077285,Sandy,Green,35,17,27,12,1495,749,NPK 5-10-5,29
22,64,57,6.275003742653915,Loam,Green,30,24,11,6,979,513,Organic,19
25,75,59,8.215398126295256,Loam,Green,34,22,13,15,930,1407,NPK 5-10-5,18
28,70,66,5.655011176914161,Clay,Green,45,35,11,13,1205,1307,Organic,24
25,60,60,7.334543522489268,Clay,Oolong,28,34,7,14,747,1358,Organic,14
30,78,50,7.630104195089043,Loam,Green,46,32,13,15,1297,1479,NPK 5-10-5,25
30,80,51,6.604936724777137,Clay,Oolong,30,40,13,5,1435,611,Organic,28
20,78,58,5.209391724968414,Loam,Oolong,41,40,25,5,1233,936,NPK 20-20-10,24
26,79,51,4.9936839105959825,Clay,Green,45,27,26,20,1090,566,NPK 5-10-5,21
30,67,55,6.854238839029888,Clay,Oolong,25,39,28,14,929,695,Organic,18
22,73,59,6.062673459509503,Clay,Green,33,23,12,8,1220,1042,NPK 20-20-10,24
28,77,61,5.219677022662792,Sandy,Oolong,50,36,6,13,626,1196,NPK 20-20-10,12
25,79,69,5.8066879289984925,Sandy,Oolong,31,38,29,16,1236,1085,Organic,24
28,73,59,5.979821027990558,Sandy,Black,49,36,11,12,795,918,Organic,15
28,80,56,7.251487304780174,Sandy,Oolong,47,23,9,11,1261,960,NPK 20-20-10,25
28,72,70,5.527202999595865,Sandy,Oolong,29,34,10,19,598,579,NPK 5-10-5,11
26,79,68,8.158182165109775,Loam,Black,31,23,24,19,592,776,NPK 5-10-5,11
24,66,61,6.919308048385904,Loam,Oolong,40,34,14,11,799,966,NPK 20-20-10,15
26,80,62,5.746603938915659,Clay,Black,48,38,7,7,1286,1330,NPK 20-20-10,25
29,71,59,5.500755193783604,Loam,Black,29,28,21,8,1252,912,Organic,25
22,76,60,8.28239552353986,Loam,Green,30,31,10,10,791,1058,Organic,15
27,70,57,8.192785095476214,Loam,Oolong,38,22,9,12,1449,1322,NPK 20-20-10,28
26,79,58,6.395361413472415,Sandy,Oolong,34,26,20,7,1247,1006,NPK 20-20-10,24
28,76,58,8.205684117295467,Loam,Black,35,32,21,19,1095,811,NPK 5-10-5,21
26,69,55,4.692554944109239,Sandy,Oolong,33,15,22,18,1183,535,NPK 5-10-5,23
22,72,50,4.732526567594268,Clay,Oolong,37,22,23,5,1176,1420,NPK 5-10-5,23
23,64,54,6.151346030531115,Clay,Oolong,35,31,25,5,872,1395,NPK 20-20-10,17
29,62,64,5.495386047762433,Clay,Oolong,43,20,13,20,798,1477,Organic,15
26,64,55,4.981510000148349,Clay,Oolong,39,24,19,9,737,922,NPK 20-20-10,14
25,64,66,5.716795674500851,Clay,Green,41,21,9,10,654,1019,Organic,13
27,78,67,5.463692168918879,Clay,Black,49,38,20,10,730,1182,Organic,14
22,62,54,6.585336733278968,Sandy,Black,50,30,5,7,1278,823,Organic,25
28,72,51,8.07694724871794,Sandy,Oolong,25,16,17,13,1165,1014,NPK 20-20-10,23
25,66,50,4.934786092747375,Clay,Oolong,36,26,12,6,590,888,NPK 20-20-10,11
27,67,57,8.415729685607275,Loam,Oolong,37,39,16,12,811,645,Organic,16
27,69,63,7.1888048338723936,Clay,Black,41,16,22,10,523,1211,NPK 20-20-10,10
21,67,57,5.173670426219385,Sandy,Black,42,37,20,6,1087,1263,Organic,21
25,80,55,4.951158295908902,Clay,Green,31,40,15,19,592,583,Organic,11
22,72,62,4.58052221056878,Loam,Oolong,42,32,24,12,1460,816,Organic,29
20,77,69,6.324918718599815,Clay,Black,39,37,12,19,719,1263,Organic,14
23,80,59,7.923002677608721,Clay,Oolong,34,38,18,8,959,1411,NPK 20-20-10,19
20,77,57,5.566244561132478,Clay,Oolong,29,15,6,9,1413,1063,NPK 20-20-10,28
27,61,63,8.388596132680076,Clay,Green,30,15,11,10,1351,526,Organic,27
24,61,70,7.585713547535901,Clay,Black,37,19,8,19,1325,1335,Organic,26
28,64,65,6.805874688519586,Clay,Black,43,27,11,6,517,1206,NPK 5-10-5,10
26,75,64,8.306822446869756,Loam,Green,37,34,22,7,696,1220,NPK 20-20-10,13
26,77,52,4.867891426149189,Sandy,Oolong,50,35,19,15,765,1117,NPK 20-20-10,15
25,80,63,4.710643183791836,Sandy,Oolong,33,18,21,20,1383,1239,NPK 20-20-10,27
23,64,66,5.753882504163361,Loam,Black,38,19,19,11,1124,836,Organic,22
30,72,60,6.272580656295402,Sandy,Black,44,37,12,20,1026,1372,Organic,20
27,65,57,7.640578791572891,Sandy,Green,47,35,21,17,1110,1269,Organic,22
25,61,70,8.481846926051277,Loam,Green,25,35,12,12,569,1069,NPK 20-20-10,11
20,76,53,5.727599799853163,Loam,Oolong,38,17,30,14,1405,703,NPK 20-20-10,28
25,70,67,8.100951302471515,Clay,Black,46,22,20,12,535,864,NPK 5-10-5,10
28,74,69,5.184080691330124,Sandy,Black,29,18,10,12,566,1279,NPK 20-20-10,11
22,68,60,7.3901733222135215,Clay,Oolong,26,27,20,7,807,935,NPK 5-10-5,16
26,61,54,7.5942521816995505,Clay,Green,26,27,9,5,1184,1365,Organic,23
26,79,70,6.607346986574964,Clay,Oolong,35,24,11,7,826,664,NPK 5-10-5,16
22,70,61,6.111627879970317,Loam,Green,39,24,26,19,1133,900,Organic,22
21,76,57,8.167833085985993,Sandy,Black,35,30,13,6,1039,506,NPK 5-10-5,20
21,63,67,7.617560001756718,Clay,Oolong,48,27,25,10,1115,879,NPK 5-10-5,22
20,62,67,4.919436769818729,Loam,Black,47,39,29,10,1160,694,NPK 5-10-5,23
25,69,56,6.260066446667785,Clay,Oolong,37,37,29,14,1286,694,NPK 20-20-10,25
28,76,55,4.853291798158441,Clay,Green,28,26,13,14,712,919,NPK 5-10-5,14
20,79,58,5.269347450821778,Sandy,Black,31,35,10,16,1447,1491,Organic,28
20,80,52,6.952081216818061,Clay,Oolong,35,19,12,7,1050,512,NPK 5-10-5,21
28,67,67,5.072721898845106,Sandy,Black,37,23,16,10,569,1046,NPK 20-20-10,11
24,64,69,8.050533186561957,Loam,Black,36,36,26,17,826,1114,NPK 5-10-5,16
30,77,58,6.8547916934008715,Sandy,Oolong,25,35,22,13,1099,609,NPK 5-10-5,21
22,65,66,7.916801790881551,Loam,Green,39,39,9,16,1066,1423,NPK 5-10-5,21
20,77,56,6.428619737873463,Clay,Black,31,30,7,20,946,1147,NPK 5-10-5,18
29,68,62,7.5341390233983185,Loam,Black,33,19,18,14,962,935,NPK 20-20-10,19
23,67,69,8.341184306963335,Sandy,Oolong,45,39,11,20,1296,841,Organic,25
30,60,51,7.018031053880443,Sandy,Green,47,20,25,7,731,975,NPK 20-20-10,14
